ID,SUBCLASS
TEST_0000,STES
TEST_0001,STES
TEST_0002,THCA
TEST_0003,GBMLGG
TEST_0004,STES
TEST_0005,UCEC
TEST_0006,BRCA
TEST_0007,UCEC
TEST_0008,BRCA
TEST_0009,GBMLGG
TEST_0010,KIRC
TEST_0011,LAML
TEST_0012,COAD
TEST_0013,STES
TEST_0014,KIRC
TEST_0015,STES
TEST_0016,STES
TEST_0017,BRCA
TEST_0018,KIPAN
TEST_0019,GBMLGG
TEST_0020,COAD
TEST_0021,STES
TEST_0022,LGG
TEST_0023,STES
TEST_0024,COAD
TEST_0025,STES
TEST_0026,OV
TEST_0027,STES
TEST_0028,STES
TEST_0029,BRCA
TEST_0030,COAD
TEST_0031,STES
TEST_0032,COAD
TEST_0033,KIRC
TEST_0034,KIPAN
TEST_0035,STES
TEST_0036,LGG
TEST_0037,BRCA
TEST_0038,STES
TEST_0039,COAD
TEST_0040,KIPAN
TEST_0041,GBMLGG
TEST_0042,SKCM
TEST_0043,UCEC
TEST_0044,BRCA
TEST_0045,HNSC
TEST_0046,KIRC
TEST_0047,LUSC
TEST_0048,LUSC
TEST_0049,BRCA
TEST_0050,STES
TEST_0051,KIRC
TEST_0052,COAD
TEST_0053,OV
TEST_0054,KIPAN
TEST_0055,OV
TEST_0056,COAD
TEST_0057,BRCA
TEST_0058,LIHC
TEST_0059,SKCM
TEST_0060,BRCA
TEST_0061,BRCA
TEST_0062,OV
TEST_0063,STES
TEST_0064,THCA
TEST_0065,COAD
TEST_0066,STES
TEST_0067,COAD
TEST_0068,LAML
TEST_0069,STES
TEST_0070,COAD
TEST_0071,SKCM
TEST_0072,PRAD
TEST_0073,LIHC
TEST_0074,BRCA
TEST_0075,BRCA
TEST_0076,COAD
TEST_0077,STES
TEST_0078,SKCM
TEST_0079,LUAD
TEST_0080,STES
TEST_0081,STES
TEST_0082,STES
TEST_0083,COAD
TEST_0084,STES
TEST_0085,STES
TEST_0086,STES
TEST_0087,PAAD
TEST_0088,STES
TEST_0089,BRCA
TEST_0090,THCA
TEST_0091,KIRC
TEST_0092,STES
TEST_0093,STES
TEST_0094,BRCA
TEST_0095,KIPAN
TEST_0096,STES
TEST_0097,UCEC
TEST_0098,COAD
TEST_0099,COAD
TEST_0100,BRCA
TEST_0101,LIHC
TEST_0102,BRCA
TEST_0103,GBMLGG
TEST_0104,LGG
TEST_0105,LIHC
TEST_0106,STES
TEST_0107,PRAD
TEST_0108,STES
TEST_0109,STES
TEST_0110,PRAD
TEST_0111,THCA
TEST_0112,UCEC
TEST_0113,BRCA
TEST_0114,COAD
TEST_0115,PRAD
TEST_0116,KIPAN
TEST_0117,LGG
TEST_0118,PCPG
TEST_0119,STES
TEST_0120,UCEC
TEST_0121,GBMLGG
TEST_0122,BRCA
TEST_0123,KIPAN
TEST_0124,THCA
TEST_0125,COAD
TEST_0126,BLCA
TEST_0127,GBMLGG
TEST_0128,PCPG
TEST_0129,KIPAN
TEST_0130,ACC
TEST_0131,LAML
TEST_0132,OV
TEST_0133,STES
TEST_0134,STES
TEST_0135,GBMLGG
TEST_0136,GBMLGG
TEST_0137,BRCA
TEST_0138,GBMLGG
TEST_0139,BRCA
TEST_0140,STES
TEST_0141,GBMLGG
TEST_0142,SKCM
TEST_0143,STES
TEST_0144,BRCA
TEST_0145,THCA
TEST_0146,KIPAN
TEST_0147,PRAD
TEST_0148,GBMLGG
TEST_0149,STES
TEST_0150,COAD
TEST_0151,THCA
TEST_0152,OV
TEST_0153,GBMLGG
TEST_0154,KIRC
TEST_0155,KIPAN
TEST_0156,THCA
TEST_0157,COAD
TEST_0158,STES
TEST_0159,KIPAN
TEST_0160,GBMLGG
TEST_0161,STES
TEST_0162,LUAD
TEST_0163,BRCA
TEST_0164,GBMLGG
TEST_0165,STES
TEST_0166,COAD
TEST_0167,COAD
TEST_0168,KIPAN
TEST_0169,STES
TEST_0170,PRAD
TEST_0171,STES
TEST_0172,TGCT
TEST_0173,BRCA
TEST_0174,BRCA
TEST_0175,KIPAN
TEST_0176,GBMLGG
TEST_0177,OV
TEST_0178,ACC
TEST_0179,STES
TEST_0180,BRCA
TEST_0181,STES
TEST_0182,BRCA
TEST_0183,STES
TEST_0184,THCA
TEST_0185,BRCA
TEST_0186,STES
TEST_0187,BRCA
TEST_0188,GBMLGG
TEST_0189,COAD
TEST_0190,STES
TEST_0191,UCEC
TEST_0192,BRCA
TEST_0193,HNSC
TEST_0194,KIPAN
TEST_0195,STES
TEST_0196,BRCA
TEST_0197,STES
TEST_0198,KIPAN
TEST_0199,KIPAN
TEST_0200,KIRC
TEST_0201,KIPAN
TEST_0202,KIRC
TEST_0203,BRCA
TEST_0204,THCA
TEST_0205,SARC
TEST_0206,BRCA
TEST_0207,GBMLGG
TEST_0208,UCEC
TEST_0209,STES
TEST_0210,STES
TEST_0211,BRCA
TEST_0212,GBMLGG
TEST_0213,BRCA
TEST_0214,BRCA
TEST_0215,SKCM
TEST_0216,STES
TEST_0217,GBMLGG
TEST_0218,GBMLGG
TEST_0219,BRCA
TEST_0220,BRCA
TEST_0221,UCEC
TEST_0222,THCA
TEST_0223,GBMLGG
TEST_0224,UCEC
TEST_0225,GBMLGG
TEST_0226,GBMLGG
TEST_0227,COAD
TEST_0228,STES
TEST_0229,ACC
TEST_0230,STES
TEST_0231,TGCT
TEST_0232,STES
TEST_0233,STES
TEST_0234,LUAD
TEST_0235,COAD
TEST_0236,BRCA
TEST_0237,BRCA
TEST_0238,SKCM
TEST_0239,SKCM
TEST_0240,STES
TEST_0241,KIPAN
TEST_0242,STES
TEST_0243,BRCA
TEST_0244,KIRC
TEST_0245,LIHC
TEST_0246,THCA
TEST_0247,GBMLGG
TEST_0248,STES
TEST_0249,SKCM
TEST_0250,CESC
TEST_0251,OV
TEST_0252,COAD
TEST_0253,BRCA
TEST_0254,SKCM
TEST_0255,TGCT
TEST_0256,COAD
TEST_0257,PAAD
TEST_0258,COAD
TEST_0259,COAD
TEST_0260,THCA
TEST_0261,LIHC
TEST_0262,TGCT
TEST_0263,STES
TEST_0264,GBMLGG
TEST_0265,BRCA
TEST_0266,SKCM
TEST_0267,KIPAN
TEST_0268,STES
TEST_0269,KIRC
TEST_0270,KIPAN
TEST_0271,KIPAN
TEST_0272,GBMLGG
TEST_0273,BRCA
TEST_0274,KIRC
TEST_0275,BRCA
TEST_0276,COAD
TEST_0277,KIRC
TEST_0278,COAD
TEST_0279,COAD
TEST_0280,COAD
TEST_0281,SKCM
TEST_0282,KIPAN
TEST_0283,STES
TEST_0284,HNSC
TEST_0285,GBMLGG
TEST_0286,UCEC
TEST_0287,KIPAN
TEST_0288,BRCA
TEST_0289,COAD
TEST_0290,COAD
TEST_0291,GBMLGG
TEST_0292,STES
TEST_0293,ACC
TEST_0294,BRCA
TEST_0295,STES
TEST_0296,KIPAN
TEST_0297,COAD
TEST_0298,COAD
TEST_0299,UCEC
TEST_0300,COAD
TEST_0301,THCA
TEST_0302,SKCM
TEST_0303,COAD
TEST_0304,STES
TEST_0305,STES
TEST_0306,STES
TEST_0307,SARC
TEST_0308,STES
TEST_0309,STES
TEST_0310,GBMLGG
TEST_0311,KIPAN
TEST_0312,STES
TEST_0313,STES
TEST_0314,STES
TEST_0315,LIHC
TEST_0316,BRCA
TEST_0317,STES
TEST_0318,BRCA
TEST_0319,UCEC
TEST_0320,BRCA
TEST_0321,STES
TEST_0322,LGG
TEST_0323,ACC
TEST_0324,SKCM
TEST_0325,STES
TEST_0326,PAAD
TEST_0327,OV
TEST_0328,KIPAN
TEST_0329,CESC
TEST_0330,COAD
TEST_0331,STES
TEST_0332,LUSC
TEST_0333,KIPAN
TEST_0334,GBMLGG
TEST_0335,LUAD
TEST_0336,SKCM
TEST_0337,STES
TEST_0338,GBMLGG
TEST_0339,BRCA
TEST_0340,STES
TEST_0341,KIRC
TEST_0342,SKCM
TEST_0343,OV
TEST_0344,COAD
TEST_0345,SKCM
TEST_0346,COAD
TEST_0347,STES
TEST_0348,SKCM
TEST_0349,STES
TEST_0350,BLCA
TEST_0351,BRCA
TEST_0352,THCA
TEST_0353,BLCA
TEST_0354,COAD
TEST_0355,COAD
TEST_0356,HNSC
TEST_0357,CESC
TEST_0358,OV
TEST_0359,COAD
TEST_0360,OV
TEST_0361,GBMLGG
TEST_0362,SARC
TEST_0363,STES
TEST_0364,STES
TEST_0365,COAD
TEST_0366,KIRC
TEST_0367,BRCA
TEST_0368,STES
TEST_0369,COAD
TEST_0370,KIPAN
TEST_0371,KIPAN
TEST_0372,BRCA
TEST_0373,BRCA
TEST_0374,BRCA
TEST_0375,BRCA
TEST_0376,KIPAN
TEST_0377,GBMLGG
TEST_0378,OV
TEST_0379,THCA
TEST_0380,COAD
TEST_0381,STES
TEST_0382,SARC
TEST_0383,GBMLGG
TEST_0384,BRCA
